image,BI,Bd,Hd,CPd,CFd,Ed,Eh,JI,PFI,PFi,HL,DL,AL,Bd_norm,Hd_norm,CPd_norm,CFd_norm,Ed_norm,Eh_norm,JI_norm,PFI_norm,PFi_norm,HL_norm,DL_norm,AL_norm,mean_confidence,min_confidence
cavfish1.jpg,1398.1278939514505,547.7924105622992,234.87507986053905,140.11399207324453,442.5159338366918,109.04138747255804,560.414439716482,110.59242260739477,291.90117911378223,327.8431907463767,325.9148758798937,353.99861975970657,188.52045576346308,0.39180422115326247,0.1679925569589523,0.10021543285088763,0.3165060476592265,0.07799099634896811,0.4008320284152361,0.07910036205259706,0.20878002676049778,0.234487268414202,0.23310805634438692,0.25319473368006423,0.13483777598532726,0.9675266951322555,0.8673234581947327
